height,weight
62.48643,115.2889
69.08858,128.4363
67.9806,119.1796
66.68431,104.9599
68.34578,141.5014
68.52627,136.7567
69.71611,119.4332
68.83099,130.5804
65.77676,113.7058
68.00353,131.0691
65.77925,120.1731
61.92639,78.01476
66.856,132.5109
68.98655,141.885
63.38805,114.0297
70.80439,124.5028
67.46411,130.5289
68.68041,131.3237
66.4848,126.2168
67.38153,128.9248
69.35826,133.0021
69.80507,154.9924
66.4343,114.6366
67.74423,125.1475
70.67886,122.3412
69.80123,123.7655
71.54106,126.4717
65.26249,108.1267
67.48152,113.786
69.49145,138.1768
67.11274,128.19
64.8252,117.1635
68.48264,135.3549
71.51642,134.707
70.71417,128.557
68.73882,142.0686
69.56871,132.12
69.24852,136.1629
63.00544,116.1438
70.94094,138.6145
67.23082,128.4602
67.02821,134.6226
67.03686,116.3024
68.00334,133.4084
67.91269,120.1518
68.35335,130.4412
67.23541,128.9174
67.27908,118.9625
66.34542,133.8204
67.49847,113.1057
67.67848,130.2144
68.94674,140.2945
67.78592,115.9959
69.30102,127.2747
66.56321,125.872
66.4422,129.4758
70.31161,134.3731
68.55598,122.4432
68.35014,121.062
66.18115,132.6478
67.95373,139.5456
68.11801,108.4191
68.28119,132.4379
72.69022,150.1384
67.1732,114.7014
66.19759,100.7474
70.47009,134.5955
67.1012,122.3844
70.06317,126.4208
64.71795,110.6855
70.61052,142.5544
65.49529,118.6689
64.20998,124.7386
69.58656,123.8986
66.82705,123.4822
68.13284,137.313
69.73828,139.1718
67.65755,123.9277
67.36679,145.0907
68.27657,133.3359
67.60346,135.049
69.11432,125.4607
67.64248,129.1718
66.88088,145.6837
66.27568,120.1084
69.63663,140.4612
67.4363,133.6369
68.92694,135.01
73.62336,145.5589
69.06165,131.7664
68.64769,137.4465
71.16343,143.5928
67.33538,121.7877
68.5983,126.5379
67.25316,121.6315
71.8433,144.8892
70.72616,136.5876
69.682,135.5456
71.27803,126.8942
69.46635,123.2046
68.16321,121.259
70.25241,133.5386
66.49054,128.9625
66.42399,121.8209
65.5528,111.1973
69.71521,133.5603
68.73343,145.1099
65.7718,119.6649
69.75759,140.9194
67.09682,120.5931
70.1707,111.1782
67.91801,131.1724
70.21616,124.6681
69.03964,137.6269
68.99958,137.5453
70.81582,137.8631
67.32573,130.848
64.51185,86.49925
68.2889,114.3058
66.79748,130.086
68.35799,134.8242
67.54297,137.6693
64.64202,117.7037
69.01128,130.4463
68.13972,129.562
68.95243,126.922
67.25205,129.9541
68.81852,150.2385
69.12426,136.6216
62.91894,121.8655
67.58419,124.551
65.12985,145.219
70.10564,137.8281
66.76908,121.5039
65.69038,128.0027
67.65047,123.7327
63.6379,123.548
67.68893,125.6505
67.86035,114.8292
72.77006,145.7023
68.2331,122.1745
66.09352,127.0341
65.42839,111.4876
66.75836,119.0958
70.56953,138.8804
68.5828,123.3208
69.72754,133.9694
70.01068,129.4594
69.9412,139.8169
68.86031,124.3513
70.7406,128.0491
66.39552,106.5133
71.48858,139.2446
69.25259,127.9861
68.5499,144.1276
69.69787,148.9949
69.37198,129.1054
69.74416,144.838
68.64611,120.4317
72.83266,143.9874
65.97157,121.4286
67.11473,140.6498
66.25022,111.829
67.64495,120.6396
70.90905,146.5188
70.23323,135.7363
64.86268,108.1662
69.22459,129.8661
66.0173,126.6746
66.62218,135.2702
67.97014,125.758
70.55532,131.9945
64.60825,112.4456
69.82444,124.1746
67.50107,128.0883
65.50539,143.9237
70.17167,130.967
67.32889,135.7928
66.43394,121.4185
68.17128,116.8477
69.47049,140.8544
68.02126,130.6948
67.5616,113.1737
64.63916,124.0617
67.41353,127.8081
70.7695,147.1214
66.48308,129.5826
69.39296,132.2173
67.27027,129.1828
70.19124,116.1543
63.99425,114.3488
69.43474,135.4955
66.79003,128.9918
67.47227,133.6407
66.83693,123.2452
67.0559,124.9848
68.27851,128.6151
68.0955,127.074
69.2815,127.2959
65.91717,100.2395
68.8741,127.0227
70.42853,142.6604
63.81449,119.4379
69.03379,126.0906
66.36931,115.305
70.84318,132.613
68.0212,123.4917
69.98352,112.0653
70.98567,136.3881
69.75105,126.0679
64.39471,108.8848
68.80582,137.9986
67.85083,104.3679
67.01858,122.8513
69.51989,142.6941
67.44444,121.6074
64.64068,112.5689
67.66193,123.048
65.10293,133.1303
67.4972,122.9844
63.03862,115.8658
67.35421,116.3161
66.85489,125.1375
65.82037,123.8217
66.36069,116.3676
71.36376,139.0275
67.36,129.7241
67.25989,119.323
68.9321,127.5417
66.40708,117.1961
66.78091,133.1914
69.22406,120.5706
68.32439,134.5378
69.78248,123.3267
66.44766,122.8328
69.47262,159.961
73.25534,129.3863
70.44049,139.3889
70.04124,127.3701
69.02992,116.8819
69.25276,134.7559
67.00131,129.8178
68.31286,127.2671
68.39115,124.7738
71.73856,150.9213
67.74371,133.4557
68.85839,142.794
67.74861,107.9783
69.44528,112.1204
67.15976,135.3002
66.21644,140.4212
70.89583,103.5093
74.01942,124.2312
67.76978,125.5754
67.87492,132.6076
65.8653,128.4877
68.28475,135.5616
68.44022,129.7913
72.83513,148.8002
67.8327,99.86461
67.21104,115.6723
64.23796,127.21
70.36077,142.2321
66.42673,133.7442
66.64205,118.7461
68.59759,132.1907
66.22122,132.7183
68.67803,136.5982
68.14895,130.6059
66.39305,109.666
64.11049,120.9648
66.93561,126.6451
68.13511,115.708
64.78907,113.6457
67.55945,127.4039
70.84942,138.4765
67.94876,116.698
65.57641,117.1727
67.15817,124.6763
67.96789,119.0567
70.19532,126.5499
68.18276,135.8523
66.1292,119.0279
68.32665,139.0646
69.99684,144.2222
69.27778,129.0046
68.21154,115.0009
68.39028,117.519
67.08475,132.8759
66.36387,115.1711
68.52886,129.8267
67.59652,120.2168
71.11644,128.7753
68.12976,123.0924
68.10182,116.2066
69.18543,122.701
64.13542,111.5291
70.51629,136.3324
68.26773,136.2919
69.50936,135.1739
64.06977,116.5794
71.24956,137.0562
71.57464,153.8989
69.87331,131.0168
65.88737,129.3868
66.01214,116.2959
66.28898,111.789
64.92283,102.8549
64.8763,111.4897
68.05392,98.44388
67.62203,117.9474
70.69432,147.3622
71.62687,154.9613
67.1657,129.7243
68.94294,132.508
66.18712,136.2942
67.55223,124.4289
66.87131,119.1642
69.95065,139.1737
70.20267,156.1811
68.76208,145.3668
66.46585,143.7961
65.38017,131.5842
66.6879,132.1882
68.64719,125.4496
69.64967,131.4688
74.51784,146.9867
65.92344,124.4934
67.26853,130.8403
68.29227,112.17
66.54027,130.0576
69.22384,134.3052
69.75296,124.5872
66.01225,124.1513
66.27821,118.7967
65.08294,124.8522
68.7807,128.5783
65.20195,132.6998
68.2472,127.8725
66.6848,109.0765
69.5209,145.7846
69.86767,118.2363
66.803,119.5927
71.7953,158.2326
66.083,115.4637
66.04267,110.8981
67.02086,122.0688
67.62161,132.7596
71.07038,138.9521
67.99457,135.2005
67.44107,126.8993
68.19061,129.2682
72.16204,128.699
67.00632,121.4926
70.29408,122.478
69.10492,133.099
67.48748,129.8294
67.96265,129.548
67.67495,127.9568
69.5967,136.7802
66.60278,131.3221
65.60275,113.6259
66.13306,132.2003
68.04983,138.8169
68.84891,141.2839
63.88864,112.1842
72.36766,138.8835
67.4964,144.1456
69.95254,126.0075
66.58142,120.7591
69.25005,133.5514
71.14826,117.7951
69.35367,116.7606
65.74265,118.765
68.32527,127.9279
68.98626,126.71
70.14231,117.884
65.9252,118.0381
66.40209,110.5565
73.08886,143.597
67.72312,123.8437
67.157,124.2264
66.74961,140.8048
65.24262,118.8877
65.57556,126.3779
68.38512,139.6485
66.6069,107.7197
68.84184,134.2696
69.30603,130.9022
70.72651,119.7924
68.48985,97.85054
67.45264,107.8988
65.7611,139.533
68.16256,127.0057
63.59144,128.4961
68.85149,119.5382
70.28503,135.5849
69.78403,112.8273
67.49917,133.5066
65.67011,126.3269
66.65959,121.0303
68.68202,131.7641
71.21183,131.1726
64.08575,120.2076
67.72728,130.8804
70.23974,133.6155
67.11253,128.0328
68.88997,133.4733
66.6348,124.2302
65.57359,107.7067
68.39398,117.3044
68.63068,112.5824
68.46228,135.4161
67.60529,127.6045
68.83916,123.6683
71.76731,145.2951
67.0748,131.4424
64.34058,118.7342
68.05693,111.02
67.51715,133.8952
67.52209,121.4611
65.63699,92.23364
68.80103,130.3331
63.82574,104.102
71.4794,141.4209
69.37021,133.1309
70.00599,142.7425
66.1331,131.333
63.29618,111.4056
67.53344,124.0318
68.7832,142.6252
66.48165,128.5263
68.99095,135.43
70.24533,149.8284
67.71305,117.6067
72.69199,121.7006
68.38232,142.4635
62.67467,108.2196
70.79121,129.9765
66.82256,107.8004
68.21364,141.9627
70.96886,145.5672
68.86421,125.0711
70.14217,132.9902
66.35121,121.1278
64.69495,125.4599
66.35066,114.9647
67.22303,135.8181
66.70491,134.6241
69.23494,129.7824
65.14281,113.4592
68.53211,134.3921
67.6557,118.4406
71.18982,141.107
67.78374,130.1554
64.68698,117.9638
65.83263,122.5777
68.43749,122.3513
64.98837,105.6441
70.70493,144.4624
66.73361,114.5415
67.60693,130.4762
69.57829,133.2355
68.54427,137.3566
65.30234,123.0112
68.77322,139.9161
68.80719,142.8541
66.51831,125.4061
64.60687,109.4645
65.36307,114.7964
66.73256,141.7823
66.88928,110.721
66.0525,115.1065
68.00506,134.7767
68.65306,127.3968
69.11016,120.8271
67.36771,123.046
67.01715,103.3397
69.08157,123.6703
69.99307,139.7899
70.35956,140.5765
68.27178,128.1697
67.87711,122.438
68.70291,123.1642
66.96037,125.1157
69.20164,133.9186
66.22804,117.26
68.84729,130.1311
67.89782,113.589
70.37422,139.8095
66.2918,124.7975
66.61554,124.7657
69.20114,138.1499
70.10355,147.6963
65.89079,111.1971
67.44816,140.1632
71.0263,128.2917
69.02602,117.0323
69.31999,131.6757
63.91382,102.5247
70.21174,131.2829
65.54597,126.8852
67.22664,108.7074
69.91993,135.924
68.48481,132.9513
67.16204,130.3048
70.00255,137.785
68.58518,118.3007
67.95995,112.8356
63.92008,113.4979
66.23601,123.6908
68.45711,126.4985
66.88127,124.8587
64.52454,122.6902
67.97504,119.6017
70.51604,118.7315
65.91736,127.4018
65.05453,113.9725
69.79005,143.503
67.24936,125.9051
64.52939,128.9372
66.79221,128.7134
69.32648,119.6727
67.41672,129.0666
68.73217,131.316
68.82477,120.2753
69.76325,126.7586
70.45839,133.1533
68.54418,125.2815
67.35712,122.5386
68.24223,124.3347
67.30497,122.0232
69.39218,115.8239
67.26512,110.1107
67.96604,123.8124
68.4645,121.554
66.91671,130.2133
69.52669,154.935
68.55174,118.5602
68.01304,135.3702
65.4426,109.8414
69.02373,114.3528
65.9792,140.0098
65.77801,128.725
68.8114,134.7657
65.92021,120.5629
69.50661,131.645
68.48721,141.7791
66.28225,117.5711
71.04092,127.1598
67.10959,127.9008
66.58507,98.00565
69.40629,144.7036
71.82306,133.2257
68.04107,126.3943
66.06957,123.5877
66.44143,129.3753
67.25428,125.3354
67.7725,120.6289
69.32284,126.9131
68.182,125.3675
69.61292,122.092
72.31294,136.5598
66.64897,119.2815
67.14367,97.69037
67.20119,113.6719
68.00995,124.8272
67.6317,118.7798
68.43948,138.6668
67.5127,127.4652
63.56648,112.8596
67.98056,126.2747
68.95006,150.9348
67.68639,123.3297
68.51984,140.2377
68.3355,129.1787
68.47642,127.5662
67.6113,115.9311
69.95962,135.4521
68.1142,123.9844
70.02842,158.2521
69.76432,136.0319
69.37296,119.6408
66.02447,110.7159
69.21155,161.8504
68.87957,98.57059
71.53386,145.1178
70.85914,137.5541
69.01541,119.7938
67.9341,106.4818
63.47126,100.7746
69.87924,147.5404
68.10091,95.27771
72.44694,138.2622
69.43651,127.9505
69.91503,119.8377
67.9113,128.3023
67.65922,135.9871
65.45098,109.587
66.33297,135.2301
68.28454,107.5659
69.04355,135.6615
67.31808,123.3304
68.93456,134.2009
65.3504,109.4509
65.93812,104.2595
68.45395,134.877
68.93535,136.6499
67.39797,126.3908
67.33116,132.6171
66.10688,107.0003
67.31084,134.7184
66.83403,98.53013
68.57141,131.0931
70.34988,131.2347
68.186,139.256
69.17551,127.7031
65.75245,120.3636
70.13491,143.4013
71.28917,128.8965
63.60936,119.2431
69.12252,143.4608
69.44484,114.1544
65.62218,136.3392
67.36352,138.3328
70.59627,132.1285
67.51772,125.2817
66.45619,109.9414
66.85993,117.9136
68.79621,143.6181
67.1713,112.1838
70.04339,127.3467
69.20668,126.8811
69.63203,150.5264
70.40454,152.6344
69.30191,136.9649
67.64989,127.9459
65.76779,121.7671
69.91225,150.7507
65.18437,113.3989
67.61897,129.5538
66.92724,125.4446
71.18773,152.4615
69.99829,130.8869
69.27344,127.5728
68.88553,144.6597
67.59318,133.0454
67.80819,109.1425
69.835,140.2449
70.51041,134.3807
67.28386,141.0113
68.54828,122.1607
66.35708,120.2991
69.64922,154.6918
69.38115,129.7479
67.08059,106.8189
68.5874,139.0597
69.89075,153.5111
71.94177,158.7778
63.70431,112.5109
68.36275,138.6036
68.7483,121.1914
68.30186,140.4737
68.01974,136.8445
69.10937,123.3988
66.06089,135.6656
64.94199,118.4685
66.88268,123.1111
65.8375,113.1662
66.90354,113.6921
68.54873,117.4352
66.82614,103.8567
69.67258,145.4822
65.94774,133.6787
69.78765,121.3311
67.08849,124.6879
67.75842,131.14
70.16738,131.504
64.0239,131.5816
68.71365,133.501
65.52005,114.0189
67.6955,119.0652
67.092,132.0784
70.65043,117.1631
70.70527,133.3353
67.31179,137.4955
67.62411,130.7663
66.90193,127.6108
71.6189,144.2537
68.03944,117.7686
70.31512,142.3548
70.68754,133.2559
68.75545,135.4326
64.13048,134.0501
68.2263,128.3129
66.23461,126.2458
67.50325,118.1483
67.702,119.1475
68.97089,128.8479
69.03382,143.6707
70.5802,127.6482
69.57154,123.7094
65.5747,123.9575
67.47736,116.7243
67.15488,108.7478
63.75162,117.198
70.75119,132.8196
64.05399,133.0834
66.33467,120.3094
67.20212,124.519
70.15598,143.471
67.87652,134.4355
69.24295,139.3186
64.81425,117.1367
67.46996,125.8104
67.36601,120.2868
70.47713,135.5209
65.50834,114.5278
68.40932,147.9118
67.30725,120.8673
70.19025,144.9927
66.27501,100.1148
69.2102,129.1965
66.26097,115.3104
69.29149,127.6393
67.95136,122.3842
71.057,126.792
69.26447,128.3303
69.62922,143.0166
70.36812,127.8744
68.30112,139.2852
64.92028,123.1736
66.85523,127.9011
69.00004,147.6115
69.41607,124.4915
67.0616,110.9624
70.9839,149.7127
66.95697,107.7733
69.65267,143.346
68.10599,119.3721
72.00386,126.9035
67.34507,122.5287
68.64071,134.5343
66.92357,113.5576
68.2002,134.9707
66.48133,114.4604
70.25427,130.1801
63.63521,101.8813
67.26656,125.9014
64.09151,138.3749
65.59094,104.0323
68.74304,136.9164
69.86332,132.8198
69.92563,143.4254
67.75154,123.0129
72.0041,138.0863
70.04763,140.4727
68.42439,122.0094
67.17409,128.304
69.4803,132.4652
65.72229,124.2645
69.37902,141.4066
68.08869,121.8243
65.46699,113.0275
67.3998,121.8096
69.3377,151.2393
65.07859,118.1795
67.57063,115.4182
68.01196,111.6817
67.11834,110.0601
66.333,139.5722
67.6791,111.4813
68.58632,121.2848
67.39381,129.645
68.14345,119.3634
69.67618,116.2938
66.76693,124.0618
67.74003,108.2607
67.77684,136.6213
67.82081,120.6221
70.62106,138.8435
67.82843,135.2744
68.62434,136.1352
68.91853,133.5443
69.89797,139.0575
66.3529,126.9573
69.56951,138.5706
67.5875,123.9873
67.68233,124.5983
68.37333,126.8527
68.65199,127.3678
66.65205,112.4741
68.45124,140.1733
66.74599,114.6931
67.62229,140.3178
65.40662,138.0298
64.28602,107.6355
66.9098,129.5755
68.76391,139.4665
67.32388,136.2189
69.41766,135.0258
64.3196,115.4439
65.85398,121.7386
68.24002,138.3138
69.83246,129.3358
70.15549,132.9178
68.70158,120.3307
67.25339,122.7744
68.80486,137.2361
67.1095,137.4821
67.46588,115.8773
69.49591,139.4006
69.93896,135.1878
64.98078,121.7515
69.8811,151.879
67.98273,132.5035
64.7817,111.8687
69.37016,127.3013
65.48309,132.6901
67.34775,126.0878
66.79488,109.0563
70.60162,133.4747
69.46661,128.8735
67.15097,136.0613
69.85144,129.078
67.91794,128.9604
69.17548,115.3008
69.42133,141.0527
69.82831,123.4697
64.50981,126.8512
71.33496,138.7443
69.67377,134.0875
68.72325,126.7209
64.56606,135.4686
70.70493,150.7817
68.60712,105.1285
67.14299,124.7983
66.43868,125.0148
68.71849,130.7257
65.55778,115.0373
67.85295,129.5885
66.75624,125.1407
67.53015,109.7927
69.33376,117.9713
67.17283,116.4658
65.58027,109.5115
70.44232,132.9498
65.95442,118.5371
63.80198,116.5058
62.70318,92.59193
66.27351,127.1996
66.51608,132.3072
68.31099,116.924
69.52284,140.6019
68.3665,121.2376
68.71368,126.455
65.69442,122.5699
64.87142,101.8549
68.74855,116.7264
65.87931,103.3388
63.50044,120.7176
65.67376,120.5005
63.92701,111.9422
67.97982,121.0927
68.07194,107.2294
68.42039,142.5478
66.94796,113.807
63.26666,109.048
67.83686,132.5467
69.50765,133.1992
66.16875,138.9486
67.70097,133.1008
68.65828,124.3302
68.71706,126.0198
69.43111,141.7182
64.48072,109.5586
67.93166,116.703
66.20872,121.6419
65.32412,124.1597
68.51699,122.1062
66.42691,138.0277
64.20657,119.5831
63.7973,128.2173
68.93673,144.2782
66.57756,128.9506
66.28357,129.9358
64.83586,128.4784
65.20052,116.3499
68.32888,120.9929
66.26162,136.034
63.86895,97.02574
65.9028,116.3873
68.38192,108.5709
68.14016,128.6113
68.38401,113.6476
72.35889,143.9547
66.32695,113.5088
68.95186,119.4662
68.23227,129.3011
64.18408,128.3516
69.03806,126.5811
68.38226,140.6609
67.34508,120.9551
70.09165,134.6921
66.7109,105.7077
68.20817,143.0554
64.36337,100.9973
66.8475,123.4111
68.60546,139.3675
66.16717,114.8612
67.75075,114.8156
66.7024,122.7568
70.17871,121.1313
68.95045,129.1584
68.8929,120.1185
64.80698,121.6822
66.25859,125.5129
67.46316,144.152
69.4062,124.5456
66.47752,105.9927
67.63331,135.7273
69.5556,127.1593
69.49662,126.653
68.17004,112.4828
67.97819,114.8234
65.46276,101.8479
66.54732,118.107
70.01214,135.788
66.35597,128.4833
66.57846,124.3407
64.19394,104.6135
68.00257,131.9545
65.41341,114.3991
68.56564,137.7463
69.5829,117.6169
67.96799,121.7029
69.16535,135.7451
71.41559,149.3469
71.01151,119.9164
68.86091,126.9811
68.11677,131.2058
70.74732,142.0038
68.05802,110.1398
68.34316,139.0949
65.93075,122.8422
69.13348,118.3683
68.91393,130.7056
65.97609,124.7486
68.61663,125.2735
66.56822,129.7301
71.92818,129.1735
69.55755,119.7754
66.75865,130.2682
66.9492,110.6838
68.69337,132.2144
67.48529,111.7304
65.9282,98.38391
71.28888,134.7116
69.43833,116.5077
66.58109,107.1456
70.77293,125.3918
68.29599,112.7853
66.99788,114.555
69.6475,146.482
66.86841,116.4109
65.51027,107.6904
65.52858,107.7887
71.6752,139.7622
66.01136,128.2502
67.60947,110.2511
69.17936,142.5122
64.63475,122.2873
69.71027,160.8859
67.65562,122.0912
66.33824,123.3295
69.76883,131.289
64.48357,117.4963
71.01527,115.5961
66.79635,119.705
66.45278,123.5997
70.9755,122.7382
67.45204,125.2554
67.63632,144.0878
64.24852,126.0415
65.97912,115.7997
69.86608,153.0546
69.21559,134.4881
68.63009,131.2724
68.00435,115.6709
71.08776,130.4852
66.17685,131.7326
69.21078,134.4253
68.90949,128.4623
71.01583,138.9013
65.82729,109.0839
68.27822,114.3188
68.32435,130.9603
67.17432,120.4157
69.08434,130.7379
69.18478,114.7062
65.14868,118.2586
69.62229,134.6101
65.012,118.4233
68.55731,124.1189
69.88289,143.9437
69.55433,120.3508
66.8421,140.4934
68.45206,121.7201
70.74889,121.0602
68.65955,115.7811
65.64183,139.218
69.18892,110.2616
67.0114,119.1376
68.64452,111.4743
67.1752,117.9673
69.98217,138.5123
68.62764,124.4062
68.97119,139.1271
68.34022,121.1823
64.31704,129.4821
69.95134,143.1008
69.45553,134.4084
71.04385,149.3598
68.62013,141.5844
67.40019,119.562
70.73654,151.4389
68.10777,126.735
65.20837,110.58
67.10885,122.7538
70.42989,129.5856
68.9189,124.0676
67.93692,130.9467
68.66193,123.2477
65.19756,127.3357
70.64743,122.3352
70.79421,134.6936
69.76284,132.2633
66.09947,104.4108
69.37333,129.9046
68.51775,134.1383
67.16004,112.2736
69.70103,156.9321
68.05258,130.1563
70.50692,132.8177
66.81897,125.9835
66.26916,122.1385
66.58764,107.3435
71.313,154.0956
69.1245,145.5379
64.99401,109.1885
65.04011,120.0564
68.33204,143.2136
67.23945,126.2885
67.0297,107.5287
68.07152,129.9734
68.64794,136.7766
67.63227,114.1463
68.18368,135.9276
70.55462,140.4344
71.16386,129.844
67.01063,120.9484
68.65183,130.1741
70.70388,139.938
66.54347,132.6527
70.04789,116.0917
64.36495,113.6952
68.14729,124.0205
67.84042,129.3201
68.28091,136.24
67.38242,125.7706
66.67426,108.0738
68.41222,135.25
65.20641,111.7598
65.73932,116.6705
71.2568,130.6852
69.22231,127.7632
70.03963,148.768
67.50257,142.7019
68.96595,113.4953
68.28885,134.9464
66.60117,105.015
66.47563,113.5574
67.13465,131.0346
69.56018,118.6513
64.93595,129.3978
70.94085,136.9681
65.064,105.9605
70.42998,138.6082
67.43133,134.417
68.38361,114.9645
65.93844,126.4153
67.97221,112.9209
67.14808,134.5725
67.73938,133.9787
64.44615,113.4007
68.61061,125.6694
68.51827,128.0545
67.3979,129.8379
69.14864,126.6413
68.23316,120.3497
66.04065,129.7117
69.04974,130.828
68.48138,115.2564
66.78236,120.6672
68.09544,119.5911
65.76389,121.5449
70.34111,131.5517
67.74703,131.1387
71.83647,140.7706
68.53226,126.4504
65.59876,117.1139
67.65289,130.0791
67.58381,135.656
70.00498,129.4393
69.02293,143.8474
69.62877,134.5557
69.91213,135.5083
67.47175,143.136
68.06454,131.8433
66.41627,98.73281
65.92455,122.2294
69.70745,127.7149
65.84519,116.6415
68.86538,146.3008
67.20964,125.5631
69.72378,127.9841
70.5545,150.0971
70.89744,138.8549
69.78926,147.2761
67.31932,134.1839
67.09928,121.3383
65.16695,110.5248
66.79032,105.706
67.88517,132.8351
67.32611,119.0783
70.44462,116.6906
68.81975,140.2789
68.52532,125.7403
69.48104,139.7665
70.79804,125.7816
68.7004,129.2788
64.63883,137.3284
66.01854,113.5605
69.74968,130.7336
65.7642,105.172
66.79275,121.0921
69.00289,131.0501
70.54165,133.0559
68.32595,117.3794
70.05116,132.2902
69.32363,133.9561
67.86301,125.1315
64.28708,99.82706
66.72791,116.0508
64.41176,100.5481
66.70088,131.8821
66.39139,120.8401
67.66563,121.5679
72.83977,134.8802
68.56283,128.7529
64.43238,92.31443
67.94108,149.5679
66.45071,117.6418
68.56366,135.9443
66.66478,139.0241
66.86782,109.5053
66.67303,129.5801
68.06416,126.1776
68.53111,131.2487
69.85972,137.5864
69.098,124.0368
67.01908,137.8634
67.94979,121.2596
69.29069,130.6183
68.42187,129.5027
64.72761,113.471
63.66612,92.91629
69.10337,130.0111
64.35599,133.6729
70.04297,142.3009
70.22138,141.0964
68.92933,134.0114
64.73504,130.5975
66.61461,114.4853
70.05637,143.8614
65.27908,117.0884
67.82451,130.8329
64.72051,104.9827
68.56738,125.4858
66.6775,112.6632
67.71135,122.7092
69.81422,132.2248
68.81954,140.3287
64.77625,146.0965
67.33308,128.5636
67.46362,136.9027
66.90417,124.4345
68.01896,133.4202
68.13306,134.1461
69.43309,126.7096
70.95476,136.3442
68.76234,111.5343
67.73454,132.1244
66.533,139.0226
68.77584,115.0584
65.02716,125.143
70.13052,117.7137
69.04787,135.6889
68.18716,129.4416
65.26085,108.4305
69.17767,129.3968
68.16535,123.2502
65.24026,113.6473
68.71515,120.8681
65.56401,105.3675
67.098,117.2866
66.70797,142.0475
65.17345,108.0286
66.06475,117.0679
65.91827,115.9192
68.31411,126.3453
68.62153,134.6362
68.70597,122.373
65.88513,120.3014
67.11135,121.9965
67.09453,131.6406
70.70061,132.7463
66.9796,129.0708
68.74367,113.0626
66.02222,135.7149
65.0702,119.358
68.33791,134.2027
68.52514,133.6321
71.05515,134.7298
63.91795,126.4849
67.28113,113.3187
67.35561,119.2536
67.45006,125.1086
72.55002,139.9074
65.454,124.8217
67.53608,128.0852
69.47555,149.9544
68.99273,147.8318
70.67184,144.1236
70.59726,130.2703
66.2732,114.6297
68.47766,124.3275
68.4387,128.4782
68.27113,116.4098
66.93895,113.2025
66.64471,114.0659
69.00459,120.4771
66.37421,123.5625
68.38332,152.4418
68.28176,132.165
71.22681,118.0369
65.66027,130.1065
68.38063,122.207
68.71907,120.0657
70.76924,140.8299
68.03264,127.8527
69.90595,133.594
66.8815,116.5904
66.34307,135.219
70.68318,135.8685
67.26097,128.2402
68.78851,118.4584
69.71101,137.643
69.7225,133.2241
67.52017,134.0552
66.48568,117.9041
67.48875,111.5242
67.22436,133.605
67.66502,117.9736
68.85924,115.4611
69.41184,130.5207
66.21681,135.8262
67.75657,127.4783
67.76199,127.8066
68.76645,140.7663
71.02776,160.1136
67.35337,131.1702
66.96093,111.8249
67.1693,117.1032
65.28612,104.5026
66.84969,112.0469
69.56071,117.9541
65.98761,110.2969
66.31546,119.0874
68.47391,130.8527
69.52399,133.0562
70.98964,136.9279
72.7748,152.2564
68.54296,139.0712
66.89452,117.4998
65.73631,127.6449
64.54425,115.9595
69.91231,136.4495
68.31863,133.1632
68.54084,122.4814
66.63488,118.1354
67.39659,123.8458
65.2573,113.6279
67.12831,130.1144
67.10359,119.217
66.06083,111.4023
69.12732,120.6275
67.95206,131.4384
65.99699,100.402
66.9221,132.8417
65.92163,115.4548
72.59702,136.8067
65.89776,139.6527
68.08673,126.8226
66.37336,122.3126
70.10334,138.9367
68.20199,110.4711
70.02343,144.426
67.8762,125.536
67.535,117.3195
67.38335,139.6947
71.23152,142.6203
67.29001,115.4747
68.03199,127.1805
67.30672,119.2437
71.24337,119.4742
69.6911,117.1674
72.06156,145.1228
67.29972,128.9403
68.6349,140.4769
68.60777,148.6195
68.94223,140.3829
68.6507,134.6537
70.31109,139.4191
66.30012,141.2673
65.50774,100.9124
66.5578,116.3412
67.88689,142.8679
66.69679,104.8015
66.47926,132.2434
70.00844,127.3606
66.22051,106.2064
70.14626,132.2209
69.76803,125.9309
67.25756,110.649
71.91894,140.7337
68.48038,130.1038
67.46231,121.088
70.35705,125.9397
67.19077,112.4249
68.8211,142.21
70.09286,140.8676
65.86011,116.5987
64.16346,126.3585
72.58203,125.2756
66.24127,124.8096
65.55581,115.654
67.40223,129.5135
70.1651,143.8473
67.04732,142.3191
68.39135,123.7223
68.9878,136.8897
69.57731,143.1516
67.02131,120.5036
69.08496,136.7244
66.52196,134.1469
69.87691,109.3782
64.03691,107.6519
69.22296,137.6336
67.32161,137.0611
67.41853,143.8567
67.16782,130.0399
68.50605,127.578
68.54057,132.5515
67.9728,123.6368
66.58553,122.2553
68.87437,122.2625
68.84382,133.186
66.92565,109.6505
70.64307,133.4741
68.3908,128.9968
68.11064,133.9839
69.37595,127.3132
67.17396,104.8758
68.56397,120.7988
64.89881,118.0226
64.09691,112.0101
69.95789,157.8629
70.60585,124.6664
68.43563,131.054
69.18583,136.7389
69.31519,132.0639
65.39464,125.1913
65.67598,111.3916
67.93057,122.6122
68.96487,122.8685
67.87585,119.188
69.94376,124.5943
68.62712,120.257
67.96735,143.4441
66.20895,125.1912
67.50779,113.7693
66.10701,133.2153
68.38972,118.5898
67.43844,122.1914
68.28613,130.0611
66.16601,109.7068
70.25639,133.0404
69.66876,126.5893
69.27083,118.5856
64.26213,119.1471
68.82592,123.6124
68.96333,119.0578
68.43412,145.7155
65.81826,126.6507
